ENSDARG00000000001	286
ENSDARG00000000002	407
ENSDARG00000000018	522
ENSDARG00000000019	1947
ENSDARG00000000068	949
ENSDARG00000000069	1205
ENSDARG00000000086	1523
ENSDARG00000000103	3222
ENSDARG00000000142	104
ENSDARG00000000151	202
ENSDARG00000000161	611
ENSDARG00000000175	146
ENSDARG00000000183	948
ENSDARG00000000189	1025
ENSDARG00000000212	15399
ENSDARG00000000229	217
ENSDARG00000000241	1887
ENSDARG00000000324	957
ENSDARG00000000349	8
ENSDARG00000000369	201
ENSDARG00000000370	2089
ENSDARG00000000380	788
ENSDARG00000000394	2300
ENSDARG00000000423	84
ENSDARG00000000442	190
ENSDARG00000000460	15
ENSDARG00000000472	528
ENSDARG00000000474	9
ENSDARG00000000476	245
ENSDARG00000000489	875
ENSDARG00000000503	6086
ENSDARG00000000516	22
ENSDARG00000000529	285
ENSDARG00000000540	631
ENSDARG00000000542	331
ENSDARG00000000551	244
ENSDARG00000000563	29253
ENSDARG00000000567	219
ENSDARG00000000568	658
ENSDARG00000000588	199
ENSDARG00000000606	132
ENSDARG00000000631	1056
ENSDARG00000000638	1
ENSDARG00000000651	59
ENSDARG00000000656	23
ENSDARG00000000666	1113
ENSDARG00000000690	113
ENSDARG00000000729	328
ENSDARG00000000730	376
ENSDARG00000000747	128
ENSDARG00000000760	177
ENSDARG00000000767	181
ENSDARG00000000779	1098
ENSDARG00000000796	1661
ENSDARG00000000804	322
ENSDARG00000000830	373
ENSDARG00000000837	576
ENSDARG00000000853	2187
ENSDARG00000000857	684
ENSDARG00000000861	2359
ENSDARG00000000887	21
ENSDARG00000000906	202
ENSDARG00000000935	220
ENSDARG00000000943	613
ENSDARG00000000966	3072
ENSDARG00000001014	2465
ENSDARG00000001015	577
ENSDARG00000001057	2846
ENSDARG00000001127	485
ENSDARG00000001129	1009
ENSDARG00000001154	1065
ENSDARG00000001162	2890
ENSDARG00000001169	123
ENSDARG00000001210	341
ENSDARG00000001220	3430
ENSDARG00000001234	584
ENSDARG00000001241	2133
ENSDARG00000001244	4994
ENSDARG00000001249	123
ENSDARG00000001259	24
ENSDARG00000001303	23
ENSDARG00000001313	59
ENSDARG00000001354	521
ENSDARG00000001414	198
ENSDARG00000001431	8000
ENSDARG00000001437	747
ENSDARG00000001442	401
ENSDARG00000001447	242
ENSDARG00000001452	151
ENSDARG00000001463	2007
ENSDARG00000001470	95
ENSDARG00000001498	25
ENSDARG00000001549	69
ENSDARG00000001557	180
ENSDARG00000001558	237
ENSDARG00000001559	662
ENSDARG00000001572	16
ENSDARG00000001578	1318
ENSDARG00000001621	326
ENSDARG00000001634	460
ENSDARG00000001656	10
ENSDARG00000001676	550
ENSDARG00000001686	185
ENSDARG00000001710	2208
ENSDARG00000001712	157
ENSDARG00000001721	73
ENSDARG00000001729	1728
ENSDARG00000001733	335
ENSDARG00000001734	602
ENSDARG00000001754	884
ENSDARG00000001760	237
ENSDARG00000001767	157
ENSDARG00000001769	493
ENSDARG00000001771	46
ENSDARG00000001776	78
ENSDARG00000001777	747
ENSDARG00000001781	179
ENSDARG00000001782	29
ENSDARG00000001785	468
ENSDARG00000001788	7498
ENSDARG00000001803	204
ENSDARG00000001804	178
