ENSDARG00000000001	261
ENSDARG00000000002	474
ENSDARG00000000018	469
ENSDARG00000000019	1645
ENSDARG00000000068	1042
ENSDARG00000000069	1232
ENSDARG00000000086	1352
ENSDARG00000000103	2958
ENSDARG00000000142	77
ENSDARG00000000151	180
ENSDARG00000000161	558
ENSDARG00000000175	166
ENSDARG00000000183	998
ENSDARG00000000189	796
ENSDARG00000000212	14184
ENSDARG00000000229	176
ENSDARG00000000241	1550
ENSDARG00000000324	810
ENSDARG00000000349	3
ENSDARG00000000369	222
ENSDARG00000000370	1806
ENSDARG00000000380	646
ENSDARG00000000394	2106
ENSDARG00000000423	98
ENSDARG00000000442	183
ENSDARG00000000460	11
ENSDARG00000000472	507
ENSDARG00000000474	9
ENSDARG00000000476	241
ENSDARG00000000489	858
ENSDARG00000000503	5018
ENSDARG00000000516	16
ENSDARG00000000529	290
ENSDARG00000000540	560
ENSDARG00000000542	312
ENSDARG00000000551	275
ENSDARG00000000563	37794
ENSDARG00000000567	197
ENSDARG00000000568	663
ENSDARG00000000588	200
ENSDARG00000000606	115
ENSDARG00000000631	960
ENSDARG00000000638	2
ENSDARG00000000651	62
ENSDARG00000000656	21
ENSDARG00000000666	930
ENSDARG00000000690	89
ENSDARG00000000729	380
ENSDARG00000000730	350
ENSDARG00000000747	103
ENSDARG00000000760	132
ENSDARG00000000767	169
ENSDARG00000000779	981
ENSDARG00000000796	1286
ENSDARG00000000804	305
ENSDARG00000000830	348
ENSDARG00000000837	493
ENSDARG00000000853	2385
ENSDARG00000000857	575
ENSDARG00000000861	2370
ENSDARG00000000887	27
ENSDARG00000000906	176
ENSDARG00000000935	204
ENSDARG00000000943	611
ENSDARG00000000966	2840
ENSDARG00000001014	2928
ENSDARG00000001015	502
ENSDARG00000001057	3354
ENSDARG00000001127	394
ENSDARG00000001129	882
ENSDARG00000001154	948
ENSDARG00000001162	2331
ENSDARG00000001169	145
ENSDARG00000001210	358
ENSDARG00000001220	3391
ENSDARG00000001234	555
ENSDARG00000001241	2065
ENSDARG00000001244	4881
ENSDARG00000001249	112
ENSDARG00000001259	41
ENSDARG00000001303	44
ENSDARG00000001313	59
ENSDARG00000001354	476
ENSDARG00000001414	187
ENSDARG00000001431	8630
ENSDARG00000001437	593
ENSDARG00000001442	358
ENSDARG00000001447	263
ENSDARG00000001452	151
ENSDARG00000001463	1990
ENSDARG00000001470	85
ENSDARG00000001498	25
ENSDARG00000001549	84
ENSDARG00000001557	198
ENSDARG00000001558	270
ENSDARG00000001559	492
ENSDARG00000001572	23
ENSDARG00000001578	1355
ENSDARG00000001621	283
ENSDARG00000001634	322
ENSDARG00000001656	9
ENSDARG00000001676	343
